policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
797934,IN,500/1000,2000,966.26,2015-02-06,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,6874 Maple Ridge,1,3,Yes,0,0,Unknown,67200.0,6720.0,6720.0,53760.0,Volkswagen,Passat,1995,No
883980,OH,100/300,500,1203.17,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Hillsdale,8834 Elm Drive,11,1,No,0,0,Unknown,63250.0,11500.0,5750.0,46000.0,Nissan,Ultima,1997,No
340614,IL,250/500,2000,1212.12,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,8542 Lincoln Ridge,14,3,Yes,1,1,Yes,68760.0,11460.0,5730.0,51570.0,Ford,Fusion,1995,No
435784,OH,250/500,1000,1573.93,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Springfield,9397 Francis St,20,3,Yes,0,2,Unknown,65040.0,10840.0,10840.0,43360.0,Subaru,Impreza,2010,No
563837,IL,100/300,1000,1609.67,2015-01-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Springfield,4907 Andromedia Drive,22,1,Unknown,1,3,Unknown,82800.0,20700.0,13800.0,48300.0,Jeep,Grand Cherokee,2004,Yes
200827,OH,500/1000,500,1097.57,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,4429 Washington St,12,1,No,1,0,Yes,61700.0,6170.0,6170.0,49360.0,Saab,93,2005,No
533941,IN,250/500,2000,1618.65,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,Columbus,2651 MLK Lane,3,3,Yes,2,1,Yes,78100.0,15620.0,7810.0,54670.0,Chevrolet,Tahoe,1997,Yes
265026,IN,100/300,500,922.67,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,2942 1st Lane,15,3,Yes,2,1,Unknown,65520.0,9360.0,9360.0,46800.0,Toyota,Highlander,2011,Yes
354481,IN,100/300,1000,1342.02,2015-02-28,Parked Car,Unknown,Trivial Damage,Unknown,VA,Arlington,6317 Best St,8,1,Yes,0,2,No,4500.0,450.0,450.0,3600.0,Saab,93,1999,No
566720,OH,100/300,500,1195.01,2015-01-08,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Northbend,1555 Washington Lane,13,3,No,0,2,Unknown,42700.0,0.0,6100.0,36600.0,Mercedes,ML350,2011,Yes
832746,OH,500/1000,1000,994.74,2015-01-25,Parked Car,Unknown,Minor Damage,Police,SC,Hillsdale,1919 4th Lane,8,1,No,2,2,Yes,5580.0,620.0,620.0,4340.0,Volkswagen,Passat,2005,Yes
386690,IN,100/300,1000,1050.24,2015-02-26,Parked Car,Unknown,Minor Damage,Unknown,NC,Arlington,5480 3rd Ridge,7,1,Unknown,0,0,No,3600.0,360.0,720.0,2520.0,BMW,X5,2013,Yes
979285,IL,250/500,2000,1313.51,2015-02-03,Vehicle Theft,Unknown,Trivial Damage,Unknown,SC,Northbrook,8864 Tree Ridge,9,1,Unknown,2,0,Unknown,2800.0,280.0,280.0,2240.0,Volkswagen,Passat,2015,No
594722,OH,500/1000,2000,1102.29,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2777 Solo Drive,15,1,No,1,0,Yes,54000.0,6000.0,6000.0,42000.0,Toyota,Highlander,1996,No
216738,IN,250/500,1000,1185.78,2015-02-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,9929 Rock Drive,5,1,Unknown,0,2,Unknown,48950.0,4450.0,8900.0,35600.0,Acura,TL,2011,Yes
369048,IL,500/1000,500,1527.95,2015-02-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Northbend,4143 Maple Ridge,15,4,Yes,0,1,Unknown,77800.0,15560.0,15560.0,46680.0,Dodge,RAM,2002,No
514424,IN,100/300,1000,1366.39,2015-01-30,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Columbus,7121 Rock St,22,3,Yes,2,1,No,52560.0,11680.0,5840.0,35040.0,Saab,93,1995,No
954191,OH,500/1000,1000,1403.9,2015-01-31,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,9067 Texas Ave,16,2,Unknown,1,2,Yes,44110.0,4010.0,8020.0,32080.0,Honda,Accord,2015,No
150181,IL,500/1000,2000,927.23,2015-01-13,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,9245 Weaver Ridge,7,1,No,1,3,Unknown,74360.0,13520.0,6760.0,54080.0,Subaru,Forrestor,2009,No
388671,OH,250/500,2000,1554.86,2015-02-16,Parked Car,Unknown,Minor Damage,Unknown,WV,Arlington,4585 Francis Ave,2,1,Yes,1,2,Unknown,6120.0,680.0,680.0,4760.0,Honda,Civic,2002,Yes
457244,IL,500/1000,2000,736.07,2015-02-04,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,6738 Francis Hwy,17,4,Unknown,0,0,Yes,62280.0,5190.0,10380.0,46710.0,Subaru,Forrestor,2012,No
206667,IL,250/500,1000,974.16,2015-02-07,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,7576 Pine Ridge,12,3,Unknown,1,0,Yes,26730.0,4860.0,4860.0,17010.0,Volkswagen,Jetta,2006,No
745200,OH,500/1000,500,973.8,2015-01-16,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9105 Tree Lane,9,1,Unknown,1,0,No,66200.0,6620.0,6620.0,52960.0,Dodge,Neon,2013,No
412703,OH,100/300,2000,1260.32,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,2299 Britain Drive,16,1,Unknown,1,2,Unknown,45500.0,9100.0,4550.0,31850.0,Toyota,Corolla,2009,No
736771,IN,100/300,1000,1464.03,2015-02-08,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,1914 Francis St,19,3,Unknown,2,0,Unknown,53040.0,4420.0,4420.0,44200.0,Audi,A3,2006,No
347984,OH,100/300,2000,617.11,2015-01-02,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,6658 Weaver St,14,3,Unknown,1,2,No,50800.0,10160.0,5080.0,35560.0,Mercedes,E400,2013,Yes
626074,IN,250/500,2000,1724.46,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,1985 5th Ave,18,3,Unknown,1,3,Unknown,44200.0,4420.0,4420.0,35360.0,Audi,A5,2014,No
218109,IL,500/1000,500,1161.31,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,1707 Sky Ave,23,1,Yes,1,3,Unknown,62920.0,11440.0,5720.0,45760.0,Chevrolet,Malibu,2012,No
999435,OH,250/500,2000,1091.73,2015-01-05,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,6456 Andromedia Drive,15,3,Unknown,0,2,Yes,49950.0,5550.0,5550.0,38850.0,Nissan,Ultima,2004,Yes
858060,IL,250/500,2000,1209.07,2015-02-28,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,5649 Texas Ave,18,1,Yes,0,1,Yes,56430.0,6270.0,6270.0,43890.0,BMW,3 Series,1995,Yes
500384,IL,250/500,2000,1241.04,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,1220 MLK Ave,16,1,No,2,2,Yes,100210.0,18220.0,18220.0,63770.0,Audi,A5,2014,No
903785,OH,500/1000,500,1757.21,2015-02-02,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,1589 Pine St,12,3,No,1,0,Yes,49140.0,5460.0,5460.0,38220.0,Ford,F150,2007,No
873859,OH,250/500,1000,802.24,2015-02-23,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,8906 Elm Lane,16,1,No,0,1,Unknown,66840.0,16710.0,5570.0,44560.0,Mercedes,E400,2014,No
204294,IN,500/1000,1000,1342.72,2015-02-10,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Hillsdale,2654 Elm Drive,21,1,Unknown,1,2,Unknown,62460.0,6940.0,6940.0,48580.0,Honda,Accord,2003,No
467106,OH,100/300,2000,1209.41,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,6681 Texas Ridge,15,3,Yes,0,1,Unknown,62810.0,11420.0,11420.0,39970.0,Nissan,Ultima,1999,No
357713,OH,500/1000,1000,1141.71,2015-01-04,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,7782 Rock St,21,1,Yes,1,2,Unknown,54160.0,6770.0,6770.0,40620.0,Subaru,Legacy,2009,No
890026,IL,100/300,500,1090.03,2015-01-30,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9286 Oak Ave,1,1,Yes,0,2,No,48400.0,9680.0,4840.0,33880.0,Saab,92x,2005,No
751612,IN,250/500,1000,1464.73,2015-01-25,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,8758 5th St,17,3,Unknown,0,0,No,51480.0,5720.0,5720.0,40040.0,Toyota,Highlander,2013,No
876680,OH,100/300,1000,1118.58,2015-01-22,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,7281 Maple Hwy,5,3,No,2,1,No,51700.0,5170.0,10340.0,36190.0,Saab,95,2003,No
756981,OH,250/500,2000,1117.04,2015-01-01,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,7571 Elm Ridge,15,3,Unknown,1,2,Unknown,65520.0,10920.0,5460.0,49140.0,Volkswagen,Jetta,2009,No
121439,IN,500/1000,500,1257.83,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,6738 Washington Hwy,2,4,No,2,2,No,47700.0,4770.0,9540.0,33390.0,Acura,TL,2011,Yes
411289,OH,250/500,2000,1082.72,2015-01-15,Vehicle Theft,Unknown,Minor Damage,Unknown,SC,Northbend,4188 Britain Ave,3,1,Yes,2,0,No,5220.0,580.0,580.0,4060.0,Acura,MDX,2015,No
538466,IN,100/300,1000,1191.8,2015-01-06,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Riverwood,6934 Lincoln Ave,19,1,No,1,0,Unknown,73320.0,6110.0,12220.0,54990.0,Ford,Fusion,2012,No
932097,IN,100/300,1000,1242.02,2015-02-08,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,6390 Apache St,17,1,Yes,0,2,Yes,74900.0,14980.0,7490.0,52430.0,Jeep,Grand Cherokee,2003,No
463727,OH,250/500,500,1075.71,2015-02-17,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Columbus,7615 Weaver Drive,7,1,Unknown,0,1,Yes,3190.0,580.0,290.0,2320.0,Saab,95,2015,No
552618,IN,100/300,1000,969.88,2015-01-21,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Columbus,6409 Cherokee Drive,21,1,No,1,0,Yes,76920.0,12820.0,6410.0,57690.0,Chevrolet,Malibu,2002,No
936638,OH,250/500,2000,1459.93,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,1123 5th Lane,10,2,Yes,1,3,No,77990.0,7090.0,14180.0,56720.0,Jeep,Wrangler,2012,No
348814,IL,500/1000,1000,1245.61,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,5168 5th Ave,11,1,Yes,1,0,Unknown,59670.0,9180.0,9180.0,41310.0,Ford,Escape,2008,No
944102,IN,100/300,2000,1462.76,2015-02-24,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Columbus,3697 Apache Drive,23,3,Yes,2,0,No,44880.0,8160.0,4080.0,32640.0,Mercedes,C300,2004,Yes
689901,IN,100/300,2000,1398.46,2015-02-02,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,1910 Sky Ave,14,1,Unknown,0,2,No,82830.0,7530.0,15060.0,60240.0,Audi,A5,2004,No
901083,OH,500/1000,1000,1269.64,2015-02-14,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Riverwood,8954 Apache Lane,10,1,No,1,3,No,84480.0,7680.0,15360.0,61440.0,Chevrolet,Silverado,2012,Yes
396224,IN,100/300,500,1455.65,2015-02-15,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,3110 Lincoln Lane,6,3,Unknown,2,3,No,79800.0,15960.0,7980.0,55860.0,Honda,Civic,1999,No
682178,OH,500/1000,2000,1140.31,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Arlington,6035 Rock Ave,10,3,Unknown,0,3,Yes,53020.0,9640.0,9640.0,33740.0,Toyota,Corolla,1999,No
596298,IN,500/1000,500,1330.46,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,2220 1st Lane,5,3,Unknown,0,0,No,24200.0,2200.0,4400.0,17600.0,Subaru,Forrestor,2008,No
253005,OH,250/500,2000,1190.6,2015-01-06,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,Riverwood,4972 Francis Lane,17,1,Unknown,1,3,Yes,43230.0,7860.0,7860.0,27510.0,Chevrolet,Silverado,2001,No
985924,OH,250/500,500,972.5,2015-01-19,Vehicle Theft,Unknown,Trivial Damage,Unknown,NC,Springfield,6957 Weaver Drive,3,1,No,2,3,No,3190.0,290.0,580.0,2320.0,Ford,Escape,1995,No
631565,IN,100/300,2000,1161.91,2015-01-17,Parked Car,Unknown,Minor Damage,Unknown,WV,Northbrook,1512 Rock Lane,9,1,Unknown,0,3,No,5850.0,1300.0,650.0,3900.0,BMW,M5,2006,No
630998,OH,250/500,1000,1117.17,2015-02-12,Parked Car,Unknown,Trivial Damage,Police,SC,Arlington,3693 Pine Ave,6,1,Yes,2,0,Yes,6820.0,620.0,1240.0,4960.0,BMW,3 Series,2005,No
926665,OH,250/500,2000,1101.51,2015-02-11,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,9879 Apache Drive,22,3,No,2,2,No,69480.0,11580.0,11580.0,46320.0,Chevrolet,Tahoe,2008,No
302669,IL,100/300,1000,1523.17,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Northbend,2494 Andromedia Drive,10,3,Unknown,1,2,Yes,94560.0,7880.0,15760.0,70920.0,Jeep,Grand Cherokee,1995,No
620020,OH,500/1000,1000,984.45,2015-01-02,Vehicle Theft,Unknown,Minor Damage,Unknown,NC,Riverwood,4615 Embaracadero Ave,4,1,Yes,1,2,Unknown,7800.0,780.0,780.0,6240.0,Dodge,RAM,1997,No
439828,OH,500/1000,2000,1257.0,2015-01-11,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,1929 Britain Drive,23,1,No,1,3,No,61270.0,5570.0,11140.0,44560.0,Subaru,Legacy,1999,No
971295,OH,500/1000,500,1434.51,2015-02-23,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,5051 Elm St,19,1,Unknown,0,2,Yes,71440.0,8930.0,8930.0,53580.0,Mercedes,ML350,2005,No
165565,OH,250/500,2000,1628.0,2015-01-28,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,9910 Maple Ave,22,1,Yes,1,2,Yes,55600.0,11120.0,5560.0,38920.0,Jeep,Grand Cherokee,2009,No
936543,IN,500/1000,500,1412.31,2015-02-01,Vehicle Theft,Unknown,Trivial Damage,Police,NC,Riverwood,5602 Britain St,6,1,No,1,3,No,5000.0,1000.0,500.0,3500.0,Jeep,Wrangler,2005,No
296960,IL,250/500,500,1362.87,2015-02-24,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Springfield,6889 Cherokee St,6,1,No,2,0,Unknown,95810.0,14740.0,14740.0,66330.0,BMW,X5,2007,No
501692,IN,100/300,1000,1134.68,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,3926 Rock Lane,18,1,No,2,2,Unknown,69300.0,6930.0,13860.0,48510.0,Volkswagen,Jetta,1996,No
525224,IN,250/500,1000,1306.78,2015-01-14,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbend,6717 Best Drive,22,1,Unknown,1,0,No,81120.0,13520.0,20280.0,47320.0,Toyota,Camry,1995,No
355085,IN,500/1000,500,1021.9,2015-02-05,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,6117 4th Ave,21,1,Unknown,0,0,Unknown,91260.0,14040.0,14040.0,63180.0,Toyota,Corolla,2012,No
830729,IN,100/300,1000,1538.6,2015-01-11,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbend,2668 Cherokee St,12,1,Unknown,0,0,Unknown,60600.0,6060.0,12120.0,42420.0,Ford,Fusion,2004,No
651948,IN,500/1000,1000,1354.5,2015-01-02,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Arlington,6838 Flute Lane,6,3,Unknown,0,3,Yes,64800.0,6480.0,12960.0,45360.0,Subaru,Forrestor,2000,Yes
424358,OH,500/1000,500,1282.93,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbrook,6583 MLK Ridge,0,4,Unknown,0,0,Unknown,66880.0,6080.0,12160.0,48640.0,Chevrolet,Silverado,1996,Yes
131478,IL,500/1000,1000,1346.27,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,6492 4th Lane,11,1,No,0,2,Unknown,58200.0,5820.0,5820.0,46560.0,BMW,X5,2013,No
268833,IN,100/300,1000,1338.4,2015-02-25,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Hillsdale,7299 Apache St,19,1,Unknown,1,0,No,60570.0,6730.0,6730.0,47110.0,Nissan,Maxima,2011,No
287489,IL,100/300,1000,949.44,2015-01-19,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,2756 Britain Hwy,22,3,Unknown,0,0,No,69680.0,8710.0,8710.0,52260.0,Mercedes,ML350,2008,Yes
808153,IN,500/1000,2000,977.4,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,9360 3rd Drive,2,1,Yes,2,3,No,55700.0,5570.0,11140.0,38990.0,Nissan,Maxima,2014,No
687639,IN,250/500,2000,1181.46,2015-02-12,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Arlington,1655 Francis Hwy,16,4,Yes,1,2,Yes,62370.0,5670.0,5670.0,51030.0,Dodge,Neon,2001,No
497347,OH,500/1000,500,1187.53,2015-02-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Columbus,9720 Lincoln Hwy,23,3,Unknown,0,0,Yes,54340.0,9880.0,0.0,44460.0,Saab,92x,2005,No
439660,OH,100/300,1000,845.16,2015-02-25,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbend,7066 Texas Ave,21,1,Yes,1,0,No,55170.0,6130.0,6130.0,42910.0,Audi,A5,2005,Yes
847123,IL,100/300,500,1442.27,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Columbus,9728 Britain Hwy,10,1,Unknown,2,3,Yes,58500.0,11700.0,5850.0,40950.0,Dodge,RAM,1999,No
172307,OH,100/300,2000,1276.43,2015-02-09,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,4486 Cherokee Ridge,12,1,Unknown,0,3,Unknown,59940.0,6660.0,6660.0,46620.0,Honda,CRV,1995,No
810189,OH,250/500,500,1075.41,2015-02-15,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbend,8021 Flute Ave,6,1,No,1,0,No,73400.0,7340.0,7340.0,58720.0,Dodge,Neon,1996,No
432068,IL,100/300,500,1111.72,2015-02-25,Single Vehicle Collision,Side Collision,Major Damage,Fire,PA,Riverwood,2774 Apache Drive,6,1,Unknown,1,2,Unknown,41850.0,4650.0,4650.0,32550.0,Subaru,Legacy,1997,No
903203,OH,500/1000,2000,814.96,2015-02-05,Parked Car,Unknown,Trivial Damage,Police,NC,Hillsdale,2787 MLK St,7,1,Unknown,2,2,No,6400.0,640.0,1280.0,4480.0,Mercedes,ML350,2005,Yes
253085,IL,500/1000,1000,1575.86,2015-01-12,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Northbrook,9847 Elm St,3,1,No,1,1,No,3190.0,580.0,290.0,2320.0,Audi,A5,2004,No
180720,IN,250/500,1000,1115.27,2015-01-01,Parked Car,Unknown,Trivial Damage,Unknown,VA,Hillsdale,4629 Elm Ridge,10,1,Yes,2,1,Yes,5900.0,590.0,590.0,4720.0,Nissan,Pathfinder,2010,No
492224,IN,500/1000,2000,1175.7,2015-02-19,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,5585 Washington Drive,14,1,No,0,2,No,57330.0,6370.0,6370.0,44590.0,Dodge,Neon,2006,No
411477,OH,100/300,500,793.15,2015-01-14,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Hillsdale,3925 Sky St,17,3,No,0,3,No,81960.0,13660.0,13660.0,54640.0,Dodge,Neon,2008,No
107181,IN,250/500,500,942.51,2015-01-30,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,3903 Oak Ave,16,1,Yes,0,0,Unknown,70400.0,6400.0,19200.0,44800.0,Subaru,Legacy,2001,Yes
312940,IN,500/1000,1000,1056.71,2015-01-20,Parked Car,Unknown,Minor Damage,Unknown,VA,Columbus,3805 Lincoln Hwy,3,1,No,2,1,Unknown,3770.0,580.0,580.0,2610.0,Jeep,Grand Cherokee,2002,No
855186,IN,500/1000,2000,1255.68,2015-02-18,Parked Car,Unknown,Minor Damage,Unknown,NC,Arlington,4055 2nd Drive,7,1,No,0,0,Unknown,7400.0,740.0,1480.0,5180.0,Dodge,Neon,2014,No
373935,IN,500/1000,500,1335.13,2015-01-07,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbend,3707 Oak Ridge,13,1,Yes,1,1,Unknown,54810.0,6090.0,6090.0,42630.0,Chevrolet,Silverado,1999,Yes
812989,IN,250/500,500,1178.95,2015-01-16,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Springfield,7327 Lincoln Drive,20,1,Yes,2,3,Yes,49400.0,4940.0,9880.0,34580.0,Jeep,Wrangler,2005,No
993840,IL,250/500,500,1793.16,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,Riverwood,9369 Flute Hwy,23,1,Yes,2,2,No,68750.0,12500.0,6250.0,50000.0,Chevrolet,Malibu,2009,No
327856,OH,100/300,500,1008.38,2015-02-01,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Arlington,4239 Weaver Ave,11,1,No,1,0,Unknown,61500.0,12300.0,6150.0,43050.0,Dodge,Neon,2013,No
506333,IL,100/300,500,1396.83,2015-01-06,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Northbend,6044 Weaver Drive,0,4,Unknown,0,3,No,76890.0,6990.0,13980.0,55920.0,BMW,X6,2007,No
263159,OH,100/300,500,1402.78,2015-02-02,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbrook,8879 1st Drive,2,1,Yes,0,1,Unknown,56070.0,6230.0,12460.0,37380.0,Toyota,Camry,2012,No
372912,IN,100/300,1000,1437.88,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,9488 Best Drive,3,1,No,2,0,Yes,56000.0,14000.0,0.0,42000.0,Chevrolet,Malibu,2003,No
552788,IL,500/1000,1000,1313.64,2015-02-10,Parked Car,Unknown,Trivial Damage,Unknown,NY,Hillsdale,7500 Texas Ridge,3,1,Yes,1,0,No,4290.0,780.0,390.0,3120.0,Audi,A3,1997,No
722747,IL,250/500,500,1482.14,2015-02-22,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Arlington,2048 3rd Ridge,15,3,Unknown,2,1,No,60750.0,6750.0,6750.0,47250.0,Subaru,Forrestor,2003,No
248467,IL,250/500,2000,1171.75,2015-01-31,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbend,3419 Apache St,23,1,Unknown,2,3,No,48730.0,4430.0,4430.0,39870.0,Chevrolet,Malibu,2011,No
955953,IL,500/1000,2000,1353.33,2015-02-12,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Springfield,9875 MLK Ave,9,3,Yes,2,0,No,95150.0,17300.0,17300.0,60550.0,Ford,Escape,2007,No
910622,IN,100/300,500,1175.51,2015-01-06,Vehicle Theft,Unknown,Minor Damage,Police,NY,Columbus,3553 Texas Ave,20,1,Unknown,0,1,Yes,7480.0,680.0,680.0,6120.0,Dodge,Neon,2003,No
137675,IL,100/300,2000,1836.02,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Riverwood,4335 1st St,5,1,Unknown,2,1,Yes,79800.0,13300.0,6650.0,59850.0,Volkswagen,Passat,2011,Yes
343421,OH,500/1000,500,1480.79,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Hillsdale,9070 Tree Ave,15,1,Yes,0,2,Unknown,103560.0,8630.0,17260.0,77670.0,Jeep,Wrangler,1997,No
413192,IN,500/1000,2000,1453.92,2015-02-21,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Hillsdale,3900 Texas St,13,1,Yes,2,3,Unknown,79500.0,15900.0,7950.0,55650.0,Acura,MDX,1995,No
247801,OH,250/500,500,1340.71,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Riverwood,9657 5th Ave,16,1,No,2,2,No,76230.0,6930.0,13860.0,55440.0,Volkswagen,Passat,1997,Yes
171147,IL,100/300,2000,714.03,2015-02-16,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,5765 Washington St,0,1,Yes,0,2,No,59520.0,9920.0,9920.0,39680.0,Honda,Accord,2001,No
431283,IL,100/300,2000,1376.16,2015-02-04,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,Arlington,5997 Embaracadero Drive,10,3,No,2,1,Unknown,47760.0,5970.0,5970.0,35820.0,Subaru,Impreza,2013,Yes
461962,IL,100/300,500,914.22,2015-01-22,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Springfield,1738 Solo Lane,14,3,No,2,0,No,84590.0,15380.0,7690.0,61520.0,Saab,93,2013,No
149467,OH,500/1000,1000,1601.47,2015-02-15,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,Columbus,2903 Weaver Drive,1,3,Yes,2,2,Unknown,61650.0,6850.0,6850.0,47950.0,Nissan,Ultima,2006,No
758740,IL,500/1000,1000,1096.79,2015-01-07,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,Springfield,8926 Texas Ridge,16,1,Unknown,2,1,Unknown,81400.0,8140.0,8140.0,65120.0,BMW,M5,1998,No
628337,IN,100/300,2000,1078.22,2015-02-23,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Northbend,4231 3rd Ave,2,3,No,0,1,Yes,58410.0,10620.0,5310.0,42480.0,Chevrolet,Tahoe,2007,No
574637,IL,250/500,1000,1595.28,2015-01-06,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,8049 4th St,23,3,Unknown,0,0,Unknown,38610.0,3510.0,3510.0,31590.0,Volkswagen,Passat,2007,No
